PAW protein_summary_9 results file
written: Fri Apr 24 07:34:56 2020

 	=subtotal(109,B6:B5436)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
2016.0	1	sp|P50135|HNMT_HUMAN	 	35.3	292	33295	Histamine N-methyltransferase OS=Homo sapiens (Human) OX=9606 GN=HNMT PE=1 SV=1	37	37	1.000	10	17	10	10	17	10	10.000	17.000	10.000	 
2017.0	1	sp|P50148|GNAQ_HUMAN	 	35.7	359	42142	Guanine nucleotide-binding protein G(q) subunit alpha OS=Homo sapiens (Human) OX=9606 GN=GNAQ PE=1 SV=4	32	18	0.562	10	13	9	4	8	6	6.667	10.111	8.000	sp|P29992|GNA11_HUMAN, sp|P50148|GNAQ_HUMAN, sp|Q14344|GNA13_HUMAN
2018.0	1	sp|P50151|GBG10_HUMAN	 	52.9	68	7205	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10 OS=Homo sapiens (Human) OX=9606 GN=GNG10 PE=1 SV=1	7	7	1.000	1	1	5	1	1	5	1.000	1.000	5.000	 
2019.0	1	sp|P50213|IDH3A_HUMAN	 	43.2	366	39591	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=IDH3A PE=1 SV=1	59	59	1.000	24	23	12	24	23	12	24.000	23.000	12.000	 
2020.0	1	sp|P50222|MEOX2_HUMAN	 	3.6	304	33594	Homeobox protein MOX-2 OS=Homo sapiens (Human) OX=9606 GN=MEOX2 PE=1 SV=2	3	3	1.000	2	1	0	2	1	0	2.000	1.000	0.000	 
2021.0	1	sp|P50225|ST1A1_HUMAN	 	25.4	295	34165	Sulfotransferase 1A1 OS=Homo sapiens (Human) OX=9606 GN=SULT1A1 PE=1 SV=3	13	4	0.308	3	4	6	1	2	1	3.000	4.000	3.500	sp|P0DMM9|ST1A3_HUMAN, sp|P50225|ST1A1_HUMAN
2022.0	1	sp|P50238|CRIP1_HUMAN	 	31.2	77	8533	Cysteine-rich protein 1 OS=Homo sapiens (Human) OX=9606 GN=CRIP1 PE=1 SV=3	12	12	1.000	3	5	4	3	5	4	3.000	5.000	4.000	 
2023.0	1	sp|P50281|MMP14_HUMAN	 	23.0	582	65893	Matrix metalloproteinase-14 OS=Homo sapiens (Human) OX=9606 GN=MMP14 PE=1 SV=3	32	32	1.000	7	10	15	7	10	15	7.000	10.000	15.000	 
2024.0	1	sp|P50336|PPOX_HUMAN	 	14.3	477	50765	Protoporphyrinogen oxidase OS=Homo sapiens (Human) OX=9606 GN=PPOX PE=1 SV=1	12	12	1.000	3	1	8	3	1	8	3.000	1.000	8.000	 
2025.0	1	sp|P50395|GDIB_HUMAN	 	76.6	445	50663	Rab GDP dissociation inhibitor beta OS=Homo sapiens (Human) OX=9606 GN=GDI2 PE=1 SV=2	353	242	0.686	120	111	122	85	73	84	111.562	97.768	112.248	sp|P31150|GDIA_HUMAN, sp|P50395|GDIB_HUMAN
2026.0	1	sp|P50402|EMD_HUMAN	 	33.9	254	28994	Emerin OS=Homo sapiens (Human) OX=9606 GN=EMD PE=1 SV=1	39	39	1.000	9	14	16	9	14	16	9.000	14.000	16.000	 
2027.0	1	sp|P50416|CPT1A_HUMAN	 	21.6	773	88367	Carnitine O-palmitoyltransferase 1, liver isoform OS=Homo sapiens (Human) OX=9606 GN=CPT1A PE=1 SV=2	39	39	1.000	10	20	9	10	20	9	10.000	20.000	9.000	 
2028.0	1	sp|P50440|GATM_HUMAN	 	22.7	423	48455	Glycine amidinotransferase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=GATM PE=1 SV=1	21	21	1.000	3	7	11	3	7	11	3.000	7.000	11.000	 
2029.0	1	sp|P50453|SPB9_HUMAN	 	52.9	376	42403	Serpin B9 OS=Homo sapiens (Human) OX=9606 GN=SERPINB9 PE=1 SV=1	55	55	1.000	18	12	25	18	12	25	18.000	12.000	25.000	 
2030.0	1	sp|P50454|SERPH_HUMAN	 	65.1	418	46440	Serpin H1 OS=Homo sapiens (Human) OX=9606 GN=SERPINH1 PE=1 SV=2	330	330	1.000	108	110	112	108	110	112	108.000	110.000	112.000	 
2031.0	1	sp|P50479|PDLI4_HUMAN	 	32.1	330	35398	PDZ and LIM domain protein 4 OS=Homo sapiens (Human) OX=9606 GN=PDLIM4 PE=1 SV=2	30	30	1.000	7	12	11	7	12	11	7.000	12.000	11.000	 
2032.0	1	sp|P50502|F10A1_HUMAN	 	36.0	369	41331	Hsc70-interacting protein OS=Homo sapiens (Human) OX=9606 GN=ST13 PE=1 SV=2	144	144	1.000	56	47	41	56	47	41	56.000	47.000	41.000	 
2033.0	1	sp|P50552|VASP_HUMAN	 	48.4	380	39829	Vasodilator-stimulated phosphoprotein OS=Homo sapiens (Human) OX=9606 GN=VASP PE=1 SV=3	84	84	1.000	32	25	27	32	25	27	32.000	25.000	27.000	 
2034.0	1	sp|P50570|DYN2_HUMAN	 	46.6	870	98063	Dynamin-2 OS=Homo sapiens (Human) OX=9606 GN=DNM2 PE=1 SV=2	108	62	0.574	36	37	35	21	21	20	36.000	35.870	33.774	sp|P20591|MX1_HUMAN, sp|P20592|MX2_HUMAN, sp|P50570|DYN2_HUMAN, sp|Q05193|DYN1_HUMAN, sp|Q9UQ16|DYN3_HUMAN
2035.0	1	sp|P50579|MAP2_HUMAN	 	26.8	478	52891	Methionine aminopeptidase 2 OS=Homo sapiens (Human) OX=9606 GN=METAP2 PE=1 SV=1	25	25	1.000	7	6	12	7	6	12	7.000	6.000	12.000	 
2036.0	1	sp|P50583|AP4A_HUMAN	 	15.6	147	16829	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] OS=Homo sapiens (Human) OX=9606 GN=NUDT2 PE=1 SV=3	4	4	1.000	0	2	2	0	2	2	0.000	2.000	2.000	 
2037.0	1	sp|P50613|CDK7_HUMAN	 	5.5	346	39038	Cyclin-dependent kinase 7 OS=Homo sapiens (Human) OX=9606 GN=CDK7 PE=1 SV=1	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	 
2038.0	1	sp|P50749|RASF2_HUMAN	 	8.9	326	37790	Ras association domain-containing protein 2 OS=Homo sapiens (Human) OX=9606 GN=RASSF2 PE=1 SV=1	4	4	1.000	1	1	2	1	1	2	1.000	1.000	2.000	 
2039.0	1	sp|P50750|CDK9_HUMAN	 	14.2	372	42777	Cyclin-dependent kinase 9 OS=Homo sapiens (Human) OX=9606 GN=CDK9 PE=1 SV=3	13	6	0.462	3	3	7	1	1	4	1.061	1.087	4.300	sp|O94921|CDK14_HUMAN, sp|P06493|CDK1_HUMAN, sp|P07947|YES_HUMAN, sp|P07948|LYN_HUMAN, sp|P08631|HCK_HUMAN, sp|P09769|FGR_HUMAN, sp|P11802|CDK4_HUMAN, sp|P20794|MAK_HUMAN, sp|P22607|FGFR3_HUMAN, sp|P24941|CDK2_HUMAN, sp|P50750|CDK9_HUMAN, sp|Q00526|CDK3_HUMAN, sp|Q00534|CDK6_HUMAN, sp|Q00535|CDK5_HUMAN, sp|Q14004|CDK13_HUMAN, sp|Q8IZL9|CDK20_HUMAN, sp|Q9NYV4|CDK12_HUMAN
2040.0	1	sp|P50851|LRBA_HUMAN	 	11.0	2863	319104	Lipopolysaccharide-responsive and beige-like anchor protein OS=Homo sapiens (Human) OX=9606 GN=LRBA PE=1 SV=4	55	51	0.927	8	20	27	7	19	25	7.778	19.905	27.000	sp|P50851|LRBA_HUMAN, sp|Q8NFP9|NBEA_HUMAN
2041.0	1	sp|P50895|BCAM_HUMAN	 	28.3	628	67404	Basal cell adhesion molecule OS=Homo sapiens (Human) OX=9606 GN=BCAM PE=1 SV=2	25	25	1.000	10	10	5	10	10	5	10.000	10.000	5.000	 
2042.0	1	sp|P50897|PPT1_HUMAN	 	47.4	306	34193	Palmitoyl-protein thioesterase 1 OS=Homo sapiens (Human) OX=9606 GN=PPT1 PE=1 SV=1	54	54	1.000	14	21	19	14	21	19	14.000	21.000	19.000	 
2043.0	1	sp|P50914|RL14_HUMAN	 	54.4	215	23432	60S ribosomal protein L14 OS=Homo sapiens (Human) OX=9606 GN=RPL14 PE=1 SV=4	82	82	1.000	32	28	22	32	28	22	32.000	28.000	22.000	 
2044.0	1	sp|P50990|TCPQ_HUMAN	 	66.6	548	59620	T-complex protein 1 subunit theta OS=Homo sapiens (Human) OX=9606 GN=CCT8 PE=1 SV=4	261	261	1.000	87	89	85	87	89	85	87.000	89.000	85.000	 
2045.0	1	sp|P50991|TCPD_HUMAN	 	72.9	539	57924	T-complex protein 1 subunit delta OS=Homo sapiens (Human) OX=9606 GN=CCT4 PE=1 SV=4	210	192	0.914	69	70	71	63	63	66	65.842	66.341	68.357	sp|P48643|TCPE_HUMAN, sp|P50991|TCPD_HUMAN
2046.0	1	sp|P50995|ANX11_HUMAN	 	42.0	505	54389	Annexin A11 OS=Homo sapiens (Human) OX=9606 GN=ANXA11 PE=1 SV=1	74	74	1.000	29	22	23	29	22	23	29.000	22.000	23.000	 
2047.0	1	sp|P51003|PAPOA_HUMAN	 	5.1	745	82842	Poly(A) polymerase alpha OS=Homo sapiens (Human) OX=9606 GN=PAPOLA PE=1 SV=4	5	5	1.000	2	1	2	2	1	2	2.000	1.000	2.000	 
2048.0	1	sp|P51114|FXR1_HUMAN	 	28.5	621	69720	Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens (Human) OX=9606 GN=FXR1 PE=1 SV=3	47	39	0.830	16	14	17	13	11	15	15.299	12.886	16.273	sp|P51114|FXR1_HUMAN, sp|P51116|FXR2_HUMAN, sp|Q06787|FMR1_HUMAN
2049.0	1	sp|P51116|FXR2_HUMAN	 	12.3	673	74222	Fragile X mental retardation syndrome-related protein 2 OS=Homo sapiens (Human) OX=9606 GN=FXR2 PE=1 SV=2	22	9	0.409	7	7	8	2	3	4	2.754	3.848	4.840	sp|P51114|FXR1_HUMAN, sp|P51116|FXR2_HUMAN, sp|Q06787|FMR1_HUMAN
2050.0	1	sp|P51148|RAB5C_HUMAN	 	52.8	216	23482	Ras-related protein Rab-5C OS=Homo sapiens (Human) OX=9606 GN=RAB5C PE=1 SV=2	70	47	0.671	24	24	22	15	16	16	19.355	20.000	20.364	sp|P20339|RAB5A_HUMAN, sp|P51148|RAB5C_HUMAN, sp|P61020|RAB5B_HUMAN
2051.0	1	sp|P51149|RAB7A_HUMAN	 	67.6	207	23489	Ras-related protein Rab-7a OS=Homo sapiens (Human) OX=9606 GN=RAB7A PE=1 SV=1	116	116	1.000	35	42	39	35	42	39	35.000	42.000	39.000	 
2052.0	1	sp|P51151|RAB9A_HUMAN	 	18.4	201	22837	Ras-related protein Rab-9A OS=Homo sapiens (Human) OX=9606 GN=RAB9A PE=1 SV=1	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000	 
2053.0	1	sp|P51153|RAB13_HUMAN	 	36.9	203	22774	Ras-related protein Rab-13 OS=Homo sapiens (Human) OX=9606 GN=RAB13 PE=1 SV=1	48	17	0.354	10	21	17	3	9	5	3.247	11.608	6.040	sp|O95716|RAB3D_HUMAN, sp|P51153|RAB13_HUMAN, sp|P61006|RAB8A_HUMAN, sp|P61026|RAB10_HUMAN, sp|P62820|RAB1A_HUMAN, sp|Q15286|RAB35_HUMAN, sp|Q92930|RAB8B_HUMAN, sp|Q9H0U4|RAB1B_HUMAN
2054.0	1	sp|P51159|RB27A_HUMAN	 	26.7	221	24868	Ras-related protein Rab-27A OS=Homo sapiens (Human) OX=9606 GN=RAB27A PE=1 SV=3	9	9	1.000	4	3	2	4	3	2	4.000	3.000	2.000	 
2055.0	1	sp|P51161|FABP6_HUMAN	 	12.5	128	14371	Gastrotropin OS=Homo sapiens (Human) OX=9606 GN=FABP6 PE=1 SV=2	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
2056.0	1	sp|P51178|PLCD1_HUMAN	 	7.5	756	85664	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 OS=Homo sapiens (Human) OX=9606 GN=PLCD1 PE=1 SV=2	9	9	1.000	2	7	0	2	7	0	2.000	7.000	0.000	 
2057.0	1	sp|P51397|DAP1_HUMAN	 	26.5	102	11164	Death-associated protein 1 OS=Homo sapiens (Human) OX=9606 GN=DAP PE=1 SV=3	33	33	1.000	15	9	9	15	9	9	15.000	9.000	9.000	 
2058.0	1	sp|P51398|RT29_HUMAN	 	19.3	398	45566	28S ribosomal protein S29, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=DAP3 PE=1 SV=1	13	13	1.000	4	3	6	4	3	6	4.000	3.000	6.000	 
2059.0	1	sp|P51452|DUS3_HUMAN	 	41.6	185	20478	Dual specificity protein phosphatase 3 OS=Homo sapiens (Human) OX=9606 GN=DUSP3 PE=1 SV=1	27	27	1.000	10	8	9	10	8	9	10.000	8.000	9.000	 
2060.0	1	sp|P51531|SMCA2_HUMAN	 	9.8	1590	181277	Probable global transcription activator SNF2L2 OS=Homo sapiens (Human) OX=9606 GN=SMARCA2 PE=1 SV=2	29	8	0.276	8	4	17	2	1	5	3.311	2.500	11.000	sp|P51531|SMCA2_HUMAN, sp|P51532|SMCA4_HUMAN, sp|Q6ZRS2|SRCAP_HUMAN
2061.0	1	sp|P51532|SMCA4_HUMAN	 	11.3	1647	184643	Transcription activator BRG1 OS=Homo sapiens (Human) OX=9606 GN=SMARCA4 PE=1 SV=2	34	13	0.382	13	4	17	7	1	5	11.589	2.500	11.000	sp|P51531|SMCA2_HUMAN, sp|P51532|SMCA4_HUMAN, sp|Q6ZRS2|SRCAP_HUMAN
2062.0	1	sp|P51553|IDH3G_HUMAN	 	7.9	393	42794	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=IDH3G PE=1 SV=1	7	7	1.000	2	3	2	2	3	2	2.000	3.000	2.000	 
2063.0	1	sp|P51570|GALK1_HUMAN	 	33.7	392	42272	Galactokinase OS=Homo sapiens (Human) OX=9606 GN=GALK1 PE=1 SV=1	33	33	1.000	8	17	8	8	17	8	8.000	17.000	8.000	 
2064.0	1	sp|P51571|SSRD_HUMAN	 	53.2	173	18998	Translocon-associated protein subunit delta OS=Homo sapiens (Human) OX=9606 GN=SSR4 PE=1 SV=1	50	50	1.000	17	18	15	17	18	15	17.000	18.000	15.000	 
2065.0	1	sp|P51572|BAP31_HUMAN	 	54.9	246	27991	B-cell receptor-associated protein 31 OS=Homo sapiens (Human) OX=9606 GN=BCAP31 PE=1 SV=3	192	192	1.000	63	71	58	63	71	58	63.000	71.000	58.000	 
2066.0	1	sp|P51580|TPMT_HUMAN	 	24.9	245	28180	Thiopurine S-methyltransferase OS=Homo sapiens (Human) OX=9606 GN=TPMT PE=1 SV=1	14	14	1.000	5	4	5	5	4	5	5.000	4.000	5.000	 
2067.0	1	sp|P51606|RENBP_HUMAN	 	10.3	427	48830	N-acylglucosamine 2-epimerase OS=Homo sapiens (Human) OX=9606 GN=RENBP PE=1 SV=2	10	10	1.000	2	3	5	2	3	5	2.000	3.000	5.000	 
2068.0	1	sp|P51608|MECP2_HUMAN	 	45.3	486	52440	Methyl-CpG-binding protein 2 OS=Homo sapiens (Human) OX=9606 GN=MECP2 PE=1 SV=1	54	54	1.000	20	22	12	20	22	12	20.000	22.000	12.000	 
2069.0	1	sp|P51610|HCFC1_HUMAN	 	21.0	2035	208730	Host cell factor 1 OS=Homo sapiens (Human) OX=9606 GN=HCFC1 PE=1 SV=2	86	86	1.000	36	24	26	36	24	26	36.000	24.000	26.000	 
2070.0	1	sp|P51648|AL3A2_HUMAN	 	20.6	485	54847	Aldehyde dehydrogenase family 3 member A2 OS=Homo sapiens (Human) OX=9606 GN=ALDH3A2 PE=1 SV=1	29	28	0.966	10	9	10	9	9	10	10.000	9.000	10.000	sp|P30838|AL3A1_HUMAN, sp|P51648|AL3A2_HUMAN
2071.0	1	sp|P51649|SSDH_HUMAN	 	46.7	535	57214	Succinate-semialdehyde dehydrogenase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ALDH5A1 PE=1 SV=2	43	43	1.000	11	11	21	11	11	21	11.000	11.000	21.000	 
2072.0	1	sp|P51659|DHB4_HUMAN	 	49.9	736	79685	Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens (Human) OX=9606 GN=HSD17B4 PE=1 SV=3	113	113	1.000	33	36	44	33	36	44	33.000	36.000	44.000	 
2073.0	1	sp|P51665|PSMD7_HUMAN	 	61.1	324	37025	26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens (Human) OX=9606 GN=PSMD7 PE=1 SV=2	44	44	1.000	10	16	18	10	16	18	10.000	16.000	18.000	 
2074.0	1	sp|P51668|UB2D1_HUMAN	 	24.5	147	16602	Ubiquitin-conjugating enzyme E2 D1 OS=Homo sapiens (Human) OX=9606 GN=UBE2D1 PE=1 SV=1	8	4	0.500	3	1	4	2	1	1	2.400	1.000	1.429	sp|P51668|UB2D1_HUMAN, sp|P61077|UB2D3_HUMAN
2075.0	1	sp|P51687|SUOX_HUMAN	 	7.0	545	60282	Sulfite oxidase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=SUOX PE=1 SV=2	4	4	1.000	1	3	0	1	3	0	1.000	3.000	0.000	 
2076.0	1	sp|P51692|STA5B_HUMAN	 	12.7	787	89865	Signal transducer and activator of transcription 5B OS=Homo sapiens (Human) OX=9606 GN=STAT5B PE=1 SV=2	26	5	0.192	6	6	14	1	1	3	3.500	2.667	9.600	sp|P42229|STA5A_HUMAN, sp|P51692|STA5B_HUMAN
2077.0	1	sp|P51784|UBP11_HUMAN	 	5.5	963	109815	Ubiquitin carboxyl-terminal hydrolase 11 OS=Homo sapiens (Human) OX=9606 GN=USP11 PE=1 SV=3	8	6	0.750	4	3	1	4	2	0	4.000	2.286	0.000	sp|P51784|UBP11_HUMAN, sp|Q13107|UBP4_HUMAN, sp|Q9Y4E8|UBP15_HUMAN
2078.0	1	sp|P51812|KS6A3_HUMAN	 	25.7	740	83735	Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens (Human) OX=9606 GN=RPS6KA3 PE=1 SV=1	35	14	0.400	11	15	9	5	5	4	9.286	10.357	7.333	sp|O15021|MAST4_HUMAN, sp|O60307|MAST3_HUMAN, sp|P51812|KS6A3_HUMAN, sp|Q15418|KS6A1_HUMAN, sp|Q9Y2H9|MAST1_HUMAN
2079.0	1	sp|P51825|AFF1_HUMAN	 	1.9	1210	131420	AF4/FMR2 family member 1 OS=Homo sapiens (Human) OX=9606 GN=AFF1 PE=1 SV=1	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
2080.0	1	sp|P51858|HDGF_HUMAN	 	80.4	240	26788	Hepatoma-derived growth factor OS=Homo sapiens (Human) OX=9606 GN=HDGF PE=1 SV=1	168	157	0.935	55	55	58	52	52	53	53.576	53.714	55.760	sp|O75475|PSIP1_HUMAN, sp|P51858|HDGF_HUMAN, sp|Q7Z4V5|HDGR2_HUMAN, sp|Q9Y3E1|HDGR3_HUMAN
2081.0	1	sp|P51884|LUM_HUMAN	 	51.2	338	38429	Lumican OS=Homo sapiens (Human) OX=9606 GN=LUM PE=1 SV=2	329	329	1.000	115	126	88	115	126	88	115.000	126.000	88.000	 
2082.0	1	sp|P51888|PRELP_HUMAN	 	54.5	382	43809	Prolargin OS=Homo sapiens (Human) OX=9606 GN=PRELP PE=1 SV=1	246	246	1.000	91	92	63	91	92	63	91.000	92.000	63.000	 
2083.0	1	sp|P51911|CNN1_HUMAN	 	38.7	297	33170	Calponin-1 OS=Homo sapiens (Human) OX=9606 GN=CNN1 PE=1 SV=2	50	46	0.920	17	23	10	15	21	10	15.566	21.712	10.000	sp|P51911|CNN1_HUMAN, sp|Q15417|CNN3_HUMAN
2084.0	1	sp|P51965|UB2E1_HUMAN	 	13.5	193	21404	Ubiquitin-conjugating enzyme E2 E1 OS=Homo sapiens (Human) OX=9606 GN=UBE2E1 PE=1 SV=1	6	1	0.167	1	3	2	0	1	0	0.000	1.500	0.000	sp|P51965|UB2E1_HUMAN, sp|Q969T4|UB2E3_HUMAN, sp|Q96LR5|UB2E2_HUMAN
2085.0	1	sp|P51970|NDUA8_HUMAN	 	25.0	172	20105	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens (Human) OX=9606 GN=NDUFA8 PE=1 SV=3	12	12	1.000	6	3	3	6	3	3	6.000	3.000	3.000	 
2086.0	1	sp|P51991|ROA3_HUMAN	 	48.4	378	39594	Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens (Human) OX=9606 GN=HNRNPA3 PE=1 SV=2	164	133	0.811	57	50	57	45	41	47	47.803	43.279	49.257	sp|P09651|ROA1_HUMAN, sp|P22626|ROA2_HUMAN, sp|P51991|ROA3_HUMAN, sp|Q13151|ROA0_HUMAN
2087.0	1	sp|P52209|6PGD_HUMAN	 	52.2	483	53139	6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens (Human) OX=9606 GN=PGD PE=1 SV=3	215	211	0.981	73	73	69	71	72	68	72.972	73.000	69.000	sp|P47989|XDH_HUMAN, sp|P52209|6PGD_HUMAN
2088.0	1	sp|P52272|HNRPM_HUMAN	 	78.2	730	77515	Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens (Human) OX=9606 GN=HNRNPM PE=1 SV=3	339	339	1.000	119	116	104	119	116	104	119.000	116.000	104.000	 
2089.0	1	sp|P52292|IMA1_HUMAN	 	31.2	529	57861	Importin subunit alpha-1 OS=Homo sapiens (Human) OX=9606 GN=KPNA2 PE=1 SV=1	28	28	1.000	7	8	13	7	8	13	7.000	8.000	13.000	 
2090.0	1	sp|P52294|IMA5_HUMAN	 	24.5	538	60221	Importin subunit alpha-5 OS=Homo sapiens (Human) OX=9606 GN=KPNA1 PE=1 SV=3	17	6	0.353	2	3	12	1	2	3	1.167	2.333	7.000	sp|O15131|IMA6_HUMAN, sp|O60684|IMA7_HUMAN, sp|P52294|IMA5_HUMAN
2091.0	1	sp|P52298|NCBP2_HUMAN	 	14.7	156	18001	Nuclear cap-binding protein subunit 2 OS=Homo sapiens (Human) OX=9606 GN=NCBP2 PE=1 SV=1	4	4	1.000	2	0	2	2	0	2	2.000	0.000	2.000	 
2092.0	1	sp|P52306|GDS1_HUMAN	 	33.1	607	66316	Rap1 GTPase-GDP dissociation stimulator 1 OS=Homo sapiens (Human) OX=9606 GN=RAP1GDS1 PE=1 SV=3	40	39	0.975	9	12	19	9	11	19	9.000	12.000	19.000	sp|P52306|GDS1_HUMAN, sp|Q9C0E2|XPO4_HUMAN
2093.0	1	sp|P52434|RPAB3_HUMAN	 	30.0	150	17143	DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Homo sapiens (Human) OX=9606 GN=POLR2H PE=1 SV=4	4	4	1.000	0	1	3	0	1	3	0.000	1.000	3.000	 
2094.0	1	sp|P52564|MP2K6_HUMAN	 	21.0	334	37492	Dual specificity mitogen-activated protein kinase kinase 6 OS=Homo sapiens (Human) OX=9606 GN=MAP2K6 PE=1 SV=1	11	5	0.455	3	3	5	1	1	3	1.667	2.000	4.000	sp|P46734|MP2K3_HUMAN, sp|P52564|MP2K6_HUMAN
2095.0	1	sp|P52565|GDIR1_HUMAN	 	71.1	204	23207	Rho GDP-dissociation inhibitor 1 OS=Homo sapiens (Human) OX=9606 GN=ARHGDIA PE=1 SV=3	105	105	1.000	32	37	36	32	37	36	32.000	37.000	36.000	 
2096.0	1	sp|P52566|GDIR2_HUMAN	 	69.2	201	22988	Rho GDP-dissociation inhibitor 2 OS=Homo sapiens (Human) OX=9606 GN=ARHGDIB PE=1 SV=3	114	114	1.000	41	30	43	41	30	43	41.000	30.000	43.000	 
2097.0	1	sp|P52594|AGFG1_HUMAN	 	21.2	562	58259	Arf-GAP domain and FG repeat-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=AGFG1 PE=1 SV=2	25	23	0.920	7	8	10	6	7	10	6.750	7.778	10.000	sp|O95081|AGFG2_HUMAN, sp|P52594|AGFG1_HUMAN
2098.0	1	sp|P52597|HNRPF_HUMAN	 	46.3	415	45671	Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens (Human) OX=9606 GN=HNRNPF PE=1 SV=3	141	102	0.723	55	41	45	42	29	31	48.050	34.784	38.495	sp|P31943|HNRH1_HUMAN, sp|P52597|HNRPF_HUMAN, sp|P55795|HNRH2_HUMAN
2099.0	1	sp|P52630|STAT2_HUMAN	 	18.6	851	97915	Signal transducer and activator of transcription 2 OS=Homo sapiens (Human) OX=9606 GN=STAT2 PE=1 SV=1	23	23	1.000	8	8	7	8	8	7	8.000	8.000	7.000	 
2100.0	1	sp|P52655|TF2AA_HUMAN	 	9.3	376	41513	Transcription initiation factor IIA subunit 1 OS=Homo sapiens (Human) OX=9606 GN=GTF2A1 PE=1 SV=1	5	5	1.000	2	2	1	2	2	1	2.000	2.000	1.000	 
2101.0	1	sp|P52701|MSH6_HUMAN	 	20.4	1360	152784	DNA mismatch repair protein Msh6 OS=Homo sapiens (Human) OX=9606 GN=MSH6 PE=1 SV=2	57	57	1.000	17	18	22	17	18	22	17.000	18.000	22.000	 
2102.0	1	sp|P52735|VAV2_HUMAN	 	4.6	878	101288	Guanine nucleotide exchange factor VAV2 OS=Homo sapiens (Human) OX=9606 GN=VAV2 PE=1 SV=2	4	4	1.000	1	0	3	1	0	3	1.000	0.000	3.000	 
2103.0	1	sp|P52756|RBM5_HUMAN	 	4.7	815	92153	RNA-binding protein 5 OS=Homo sapiens (Human) OX=9606 GN=RBM5 PE=1 SV=2	12	6	0.500	4	4	4	2	2	2	2.364	2.364	2.308	sp|P52756|RBM5_HUMAN, sp|P98175|RBM10_HUMAN
2104.0	1	sp|P52758|RIDA_HUMAN	 	40.9	137	14494	2-iminobutanoate/2-iminopropanoate deaminase OS=Homo sapiens (Human) OX=9606 GN=RIDA PE=1 SV=1	17	17	1.000	4	9	4	4	9	4	4.000	9.000	4.000	 
2105.0	1	sp|P52788|SPSY_HUMAN	 	32.5	366	41268	Spermine synthase OS=Homo sapiens (Human) OX=9606 GN=SMS PE=1 SV=2	29	29	1.000	9	8	12	9	8	12	9.000	8.000	12.000	 
2106.0	1	sp|P52789|HXK2_HUMAN	 	17.8	917	102379	Hexokinase-2 OS=Homo sapiens (Human) OX=9606 GN=HK2 PE=1 SV=2	32	16	0.500	12	9	11	8	4	4	8.342	4.255	4.313	sp|P19367|HXK1_HUMAN, sp|P52789|HXK2_HUMAN, sp|P52790|HXK3_HUMAN, sp|Q2TB90|HKDC1_HUMAN
2107.0	1	sp|P52790|HXK3_HUMAN	 	20.8	923	99024	Hexokinase-3 OS=Homo sapiens (Human) OX=9606 GN=HK3 PE=1 SV=2	32	25	0.781	15	6	11	12	4	9	12.371	4.099	9.187	sp|P19367|HXK1_HUMAN, sp|P52789|HXK2_HUMAN, sp|P52790|HXK3_HUMAN, sp|Q2TB90|HKDC1_HUMAN
2108.0	1	sp|P52815|RM12_HUMAN	 	39.9	198	21348	39S ribosomal protein L12, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPL12 PE=1 SV=2	44	44	1.000	13	14	17	13	14	17	13.000	14.000	17.000	 
2109.0	1	sp|P52849|NDST2_HUMAN	 	8.9	883	100873	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2 OS=Homo sapiens (Human) OX=9606 GN=NDST2 PE=1 SV=1	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000	 
2110.0	1	sp|P52888|THOP1_HUMAN	 	23.4	689	78839	Thimet oligopeptidase OS=Homo sapiens (Human) OX=9606 GN=THOP1 PE=1 SV=2	37	37	1.000	9	17	11	9	17	11	9.000	17.000	11.000	 
